frame,numero_pers,distance_x,distance_y,distance_z,zone_jeu,num_tracking,num_point,winner
0,1,-16.609375,234.11566162109375,74,m6,0,8,PRITHIKA-PAVADE
0,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
1,1,-18.0474853515625,229.849365234375,74,m6,0,8,PRITHIKA-PAVADE
1,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
2,1,-19.490234375,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
2,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
3,1,-19.43994140625,229.849365234375,74,m6,0,8,PRITHIKA-PAVADE
3,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
4,1,-17.99957275390625,234.11566162109375,74,m6,0,8,PRITHIKA-PAVADE
4,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
5,1,-16.5638427734375,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
5,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
6,1,-16.47314453125,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
6,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
7,1,-16.42803955078125,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
7,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
8,1,-16.38311767578125,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
8,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
9,1,-15.00384521484375,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
9,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
10,1,-15.00384521484375,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
10,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
11,1,-15.00384521484375,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
11,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
12,1,-15.00384521484375,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
12,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
13,1,-16.38311767578125,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
13,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
14,1,-16.38311767578125,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
14,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
15,1,-16.42803955078125,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
15,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
16,1,-16.42803955078125,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
16,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
17,1,-17.85675048828125,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
17,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
18,1,-20.62396240234375,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
18,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
19,1,-20.67584228515625,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
19,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
20,1,-22.1158447265625,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
20,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
21,1,-20.67584228515625,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
21,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
22,1,-19.2900390625,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
22,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
23,1,-17.90423583984375,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
23,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
24,1,-16.47314453125,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
24,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
25,1,-13.7059326171875,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
25,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
26,1,-12.36102294921875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
26,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
27,1,-8.2357177734375,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
27,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
28,1,-8.30035400390625,229.849365234375,74,m6,0,8,PRITHIKA-PAVADE
28,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
29,1,-8.30035400390625,229.849365234375,74,m6,0,8,PRITHIKA-PAVADE
29,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
30,1,-8.26800537109375,234.11566162109375,74,m6,0,8,PRITHIKA-PAVADE
30,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
31,1,-9.623779296875,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
31,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
32,1,-13.7059326171875,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
32,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
33,1,-15.17578125,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
33,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
34,1,-15.2191162109375,234.11566162109375,74,m6,0,8,PRITHIKA-PAVADE
34,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
35,1,-16.70086669921875,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
35,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
36,1,-15.34991455078125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
36,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
37,1,-15.34991455078125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
37,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
38,1,-15.34991455078125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
38,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
39,1,-13.9114990234375,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
39,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
40,1,-13.82891845703125,234.11566162109375,74,m6,0,8,PRITHIKA-PAVADE
40,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
41,1,-13.7059326171875,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
41,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
42,1,-12.2838134765625,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
42,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
43,1,-10.8662109375,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
43,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
44,1,-9.52099609375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
44,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
45,1,-9.623779296875,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
45,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
46,1,-6.93817138671875,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
46,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
47,1,-8.33282470703125,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
47,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
48,1,-8.36541748046875,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
48,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
49,1,-6.93817138671875,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
49,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
50,1,-5.5155029296875,229.849365234375,74,m6,0,8,PRITHIKA-PAVADE
50,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
51,1,-6.78790283203125,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
51,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
52,1,-6.7581787109375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
52,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
53,1,-6.7581787109375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
53,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
54,1,-8.13958740234375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
54,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
55,1,-9.52099609375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
55,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
56,1,-10.938720703125,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
56,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
57,1,-12.32232666015625,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
57,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
58,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
58,0,-94.5777587890625,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
59,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
59,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
60,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
60,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
61,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
61,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
62,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
62,0,-96.37750244140625,-176.17315673828125,74,e4,9,8,PRITHIKA-PAVADE
63,1,-12.36102294921875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
63,0,-96.17852783203125,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
64,1,-11.01177978515625,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
64,0,-97.779296875,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
65,1,-9.65826416015625,234.11566162109375,74,m6,0,8,PRITHIKA-PAVADE
65,0,-100.98089599609375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
66,1,-8.33282470703125,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
66,0,-105.783203125,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
67,1,-6.968505859375,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
67,0,-107.38397216796875,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
68,1,-5.57159423828125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
68,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
69,1,-5.59979248046875,216.96826171875,74,m5,0,8,PRITHIKA-PAVADE
69,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
70,1,-4.2266845703125,212.64697265625,74,m5,0,8,PRITHIKA-PAVADE
70,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
71,1,-4.20062255859375,216.96826171875,74,m5,0,8,PRITHIKA-PAVADE
71,0,-110.58551025390625,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
72,1,-4.20062255859375,216.96826171875,74,m5,0,8,PRITHIKA-PAVADE
72,0,-110.81097412109375,-176.17315673828125,74,e4,9,8,PRITHIKA-PAVADE
73,1,-5.57159423828125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
73,0,-110.81097412109375,-176.17315673828125,74,e4,9,8,PRITHIKA-PAVADE
74,1,-5.57159423828125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
74,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
75,1,-5.57159423828125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
75,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
76,1,-2.77777099609375,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
76,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
77,1,4.20672607421875,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
77,0,-108.9847412109375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
78,1,7.6851806640625,212.64697265625,74,m5,0,8,PRITHIKA-PAVADE
78,0,-107.16522216796875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
79,1,16.09356689453125,212.64697265625,74,m5,0,8,PRITHIKA-PAVADE
79,0,-106.947265625,-159.2618408203125,74,e4,9,8,PRITHIKA-PAVADE
80,1,23.154296875,199.59930419921875,74,m5,0,8,PRITHIKA-PAVADE
80,0,-95.0,-137.0,74,e4,9,8,PRITHIKA-PAVADE
81,1,27.40374755859375,195.221923828125,74,d5,0,8,PRITHIKA-PAVADE
81,0,-95.7828369140625,-159.2618408203125,74,e4,9,8,PRITHIKA-PAVADE
82,1,30.22467041015625,195.221923828125,74,d5,0,8,PRITHIKA-PAVADE
82,0,-84.79693603515625,-115.0592041015625,74,e3,9,8,PRITHIKA-PAVADE
83,1,34.3836669921875,203.9625244140625,74,d5,0,8,PRITHIKA-PAVADE
83,0,-89.40313720703125,-159.2618408203125,74,e4,9,8,PRITHIKA-PAVADE
84,1,39.2603759765625,208.31170654296875,74,d5,0,8,PRITHIKA-PAVADE
84,0,-84.618408203125,-159.2618408203125,74,e4,9,8,PRITHIKA-PAVADE
85,1,40.52630615234375,221.27569580078125,74,d5,0,8,PRITHIKA-PAVADE
85,0,-83.1976318359375,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
86,1,41.9232177734375,221.27569580078125,74,d5,0,8,PRITHIKA-PAVADE
86,0,-83.1976318359375,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
87,1,43.27001953125,225.56939697265625,74,d5,0,8,PRITHIKA-PAVADE
87,0,-83.1976318359375,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
88,1,41.87530517578125,225.56939697265625,74,d5,0,8,PRITHIKA-PAVADE
88,0,-83.1976318359375,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
89,1,40.48065185546875,225.56939697265625,74,d5,0,8,PRITHIKA-PAVADE
89,0,-81.4285888671875,-159.2618408203125,74,e4,9,8,PRITHIKA-PAVADE
90,1,39.042724609375,229.849365234375,74,d6,0,8,PRITHIKA-PAVADE
90,0,-78.570068359375,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
91,1,37.6502685546875,229.849365234375,74,d6,0,8,PRITHIKA-PAVADE
91,0,-73.833984375,-201.89297485351562,74,d5,9,8,PRITHIKA-PAVADE
92,1,36.296630859375,225.56939697265625,74,d5,0,8,PRITHIKA-PAVADE
92,0,-72.21685791015625,-201.89297485351562,74,d5,9,8,PRITHIKA-PAVADE
93,1,31.4464111328125,221.27569580078125,74,d5,0,8,PRITHIKA-PAVADE
93,0,-72.21685791015625,-201.89297485351562,74,d5,9,8,PRITHIKA-PAVADE
94,1,28.652587890625,221.27569580078125,74,d5,0,8,PRITHIKA-PAVADE
94,0,-70.59979248046875,-201.89297485351562,74,d5,9,8,PRITHIKA-PAVADE
95,1,27.25567626953125,221.27569580078125,74,d5,0,8,PRITHIKA-PAVADE
95,0,-67.07232666015625,-190.40914916992188,74,d5,9,8,PRITHIKA-PAVADE
96,1,27.25567626953125,221.27569580078125,74,d5,0,8,PRITHIKA-PAVADE
96,0,-68.53460693359375,-184.69900512695312,74,d5,9,8,PRITHIKA-PAVADE
97,1,27.25567626953125,221.27569580078125,74,d5,0,8,PRITHIKA-PAVADE
97,0,-68.1650390625,-170.51535034179688,74,d4,9,8,PRITHIKA-PAVADE
98,1,27.23126220703125,225.56939697265625,74,d5,0,8,PRITHIKA-PAVADE
98,0,-71.67376708984375,-181.85183715820312,74,d4,9,8,PRITHIKA-PAVADE
99,1,20.1923828125,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
99,0,-75.2891845703125,-196.14044189453125,74,d5,9,8,PRITHIKA-PAVADE
100,1,17.40802001953125,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
100,0,-84.34515380859375,-201.89297485351562,74,e5,9,8,PRITHIKA-PAVADE
101,1,14.64959716796875,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
101,0,-90.62322998046875,-196.14044189453125,74,e5,9,8,PRITHIKA-PAVADE
102,1,7.75341796875,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
102,0,-93.1700439453125,-176.17315673828125,74,e4,9,8,PRITHIKA-PAVADE
103,1,6.36529541015625,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
103,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
104,1,5.674560546875,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
104,0,-95.9803466796875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
105,1,6.37420654296875,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
105,0,-95.5860595703125,-153.6658935546875,74,e4,9,8,PRITHIKA-PAVADE
106,1,5.00604248046875,259.43060302734375,74,m6,0,8,PRITHIKA-PAVADE
106,0,-96.37750244140625,-176.17315673828125,74,e4,9,8,PRITHIKA-PAVADE
107,1,3.65533447265625,267.7626953125,74,m6,0,8,PRITHIKA-PAVADE
107,0,-99.79052734375,-181.85183715820312,74,e4,9,8,PRITHIKA-PAVADE
108,1,-1.0771484375,282.21820068359375,74,m7,0,8,PRITHIKA-PAVADE
108,0,-108.60162353515625,-201.89297485351562,74,e5,9,8,PRITHIKA-PAVADE
109,1,-3.78277587890625,286.31927490234375,74,m7,0,8,PRITHIKA-PAVADE
109,0,-113.68603515625,-207.66690063476562,74,e5,9,8,PRITHIKA-PAVADE
110,1,-5.11907958984375,290.4075927734375,74,m7,0,8,PRITHIKA-PAVADE
110,0,-110.9024658203125,-219.27932739257812,74,e5,9,8,PRITHIKA-PAVADE
111,1,-9.201904296875,290.4075927734375,74,m7,0,8,PRITHIKA-PAVADE
111,0,-112.52862548828125,-219.27932739257812,74,e5,9,8,PRITHIKA-PAVADE
112,1,-11.886474609375,294.483154296875,74,m7,0,8,PRITHIKA-PAVADE
112,0,-114.864501953125,-236.861328125,74,e6,9,8,PRITHIKA-PAVADE
113,1,-11.886474609375,294.483154296875,74,m7,0,8,PRITHIKA-PAVADE
113,0,-115.5430908203125,-213.46231079101562,74,e5,9,8,PRITHIKA-PAVADE
114,1,-10.5277099609375,294.483154296875,74,m7,0,8,PRITHIKA-PAVADE
114,0,-119.35638427734375,-207.66690063476562,74,e5,9,8,PRITHIKA-PAVADE
115,1,-6.48004150390625,290.4075927734375,74,m7,0,8,PRITHIKA-PAVADE
115,0,-122.5965576171875,-207.66690063476562,74,e5,9,8,PRITHIKA-PAVADE
116,1,1.66943359375,286.31927490234375,74,m7,0,8,PRITHIKA-PAVADE
116,0,-122.5965576171875,-207.66690063476562,74,e5,9,8,PRITHIKA-PAVADE
117,1,7.1217041015625,286.31927490234375,74,m7,0,8,PRITHIKA-PAVADE
117,0,-122.84710693359375,-213.46231079101562,74,e5,9,8,PRITHIKA-PAVADE
118,1,15.9971923828125,276.04241943359375,74,m7,0,8,PRITHIKA-PAVADE
118,0,-118.7076416015625,-230.9787139892578,74,e6,9,8,PRITHIKA-PAVADE
119,1,25.66180419921875,259.43060302734375,74,d6,0,8,PRITHIKA-PAVADE
119,0,-113.70068359375,-248.69297790527344,74,e6,9,8,PRITHIKA-PAVADE
120,1,35.98968505859375,259.43060302734375,74,d6,0,8,PRITHIKA-PAVADE
120,0,-110.88043212890625,-260.6140441894531,74,e6,9,8,PRITHIKA-PAVADE
121,1,41.5445556640625,255.24481201171875,74,d6,0,8,PRITHIKA-PAVADE
121,0,-109.2327880859375,-260.6140441894531,74,e6,9,8,PRITHIKA-PAVADE
122,1,48.44073486328125,255.24481201171875,74,d6,0,8,PRITHIKA-PAVADE
122,0,-109.92388916015625,-278.66554260253906,74,e7,9,8,PRITHIKA-PAVADE
123,1,58.5369873046875,229.849365234375,74,d6,0,8,PRITHIKA-PAVADE
123,0,-106.38482666015625,-272.62554931640625,74,e6,9,8,PRITHIKA-PAVADE
124,1,61.32183837890625,229.849365234375,74,d6,0,8,PRITHIKA-PAVADE
124,0,-99.3468017578125,-260.6140441894531,74,e6,9,8,PRITHIKA-PAVADE
125,1,65.49920654296875,229.849365234375,74,d6,0,8,PRITHIKA-PAVADE
125,0,-97.4923095703125,-254.6422576904297,74,e6,9,8,PRITHIKA-PAVADE
126,1,69.91033935546875,251.0457763671875,74,d6,0,8,PRITHIKA-PAVADE
126,0,-95.64471435546875,-248.69297790527344,74,e6,9,8,PRITHIKA-PAVADE
127,1,73.95648193359375,255.24481201171875,74,d6,0,8,PRITHIKA-PAVADE
127,0,-89.26953125,-254.6422576904297,74,e6,9,8,PRITHIKA-PAVADE
128,1,80.205322265625,280.162841796875,74,e7,0,8,PRITHIKA-PAVADE
128,0,-87.813232421875,-260.6140441894531,74,e6,9,8,PRITHIKA-PAVADE
129,1,84.13458251953125,286.31927490234375,74,e7,0,8,PRITHIKA-PAVADE
129,0,-86.91314697265625,-284.7285461425781,74,e7,9,8,PRITHIKA-PAVADE
130,1,90.82666015625,290.4075927734375,74,e7,0,8,PRITHIKA-PAVADE
130,0,-87.48138427734375,-303.0568389892578,74,e7,9,8,PRITHIKA-PAVADE
131,1,92.1876220703125,290.4075927734375,74,e7,0,8,PRITHIKA-PAVADE
131,0,-87.86383056640625,-315.3931427001953,74,e7,9,8,PRITHIKA-PAVADE
132,1,93.54852294921875,290.4075927734375,74,e7,0,8,PRITHIKA-PAVADE
132,0,-88.54022216796875,-337.21144104003906,74,e8,9,8,PRITHIKA-PAVADE
133,1,93.54852294921875,290.4075927734375,74,e7,0,8,PRITHIKA-PAVADE
133,0,-89.8336181640625,-324.7077941894531,74,e8,9,8,PRITHIKA-PAVADE
134,1,92.06268310546875,294.483154296875,74,e7,0,8,PRITHIKA-PAVADE
134,0,-89.53997802734375,-315.3931427001953,74,e7,9,8,PRITHIKA-PAVADE
135,1,91.81390380859375,302.59625244140625,74,e7,0,8,PRITHIKA-PAVADE
135,0,-91.01812744140625,-309.21315002441406,74,e7,9,8,PRITHIKA-PAVADE
136,1,91.9381103515625,298.5460205078125,74,e7,0,8,PRITHIKA-PAVADE
136,0,-89.34515380859375,-309.21315002441406,74,e7,9,8,PRITHIKA-PAVADE
137,1,90.337646484375,306.63397216796875,74,e7,0,8,PRITHIKA-PAVADE
137,0,-87.48138427734375,-303.0568389892578,74,e7,9,8,PRITHIKA-PAVADE
138,1,90.21630859375,310.65911865234375,74,e7,0,8,PRITHIKA-PAVADE
138,0,-84.6973876953125,-321.596923828125,74,e8,9,8,PRITHIKA-PAVADE
